SNO,Date,Time,SGP40,Voltage_V
3560,25-09-2025,12:20:29:569685,31745,2.66
3561,25-09-2025,12:20:33:874686,31750,2.69
3562,25-09-2025,12:20:36:957686,31753,2.66
3563,25-09-2025,12:20:40:636686,31758,2.69
3564,25-09-2025,12:20:44:313686,31764,2.67
3565,25-09-2025,12:20:48:825686,31769,2.67
3566,25-09-2025,12:20:52:097686,31759,2.66
3567,25-09-2025,12:20:56:198755,31756,2.68
3568,25-09-2025,12:21:00:086734,31759,2.67
3569,25-09-2025,12:21:02:746686,31760,2.67
3570,25-09-2025,12:21:06:435765,31760,2.67
3571,25-09-2025,12:21:09:092686,31763,2.67
3572,25-09-2025,12:21:12:580711,31766,2.66
3573,25-09-2025,12:21:16:469686,31769,2.68
3574,25-09-2025,12:21:19:753686,31769,2.69
3575,25-09-2025,12:21:23:229775,31766,2.68
3576,25-09-2025,12:21:26:701686,31763,2.66
3577,25-09-2025,12:21:30:806686,31760,2.67
3578,25-09-2025,12:21:33:469686,31758,2.68
3579,25-09-2025,12:21:36:341686,31756,2.66
3580,25-09-2025,12:21:39:615685,31764,2.66
3581,25-09-2025,12:21:42:686832,31765,2.66
3582,25-09-2025,12:21:46:578716,31759,2.67
3583,25-09-2025,12:21:49:849803,31765,2.66
3584,25-09-2025,12:21:52:721686,31769,2.67
3585,25-09-2025,12:21:55:992686,31770,2.67
3586,25-09-2025,12:21:59:082686,31770,2.66
3587,25-09-2025,12:22:01:731686,31775,2.69
3588,25-09-2025,12:22:05:216686,31781,2.66
3589,25-09-2025,12:22:08:722685,31780,2.66
3590,25-09-2025,12:22:12:594685,31781,2.67
3591,25-09-2025,12:22:16:065685,31782,2.67
3592,25-09-2025,12:22:19:771685,31785,2.66
3593,25-09-2025,12:22:22:850685,31786,2.69
3594,25-09-2025,12:22:27:330685,31791,2.66
3595,25-09-2025,12:22:31:238685,31794,2.68
3596,25-09-2025,12:22:34:706767,31785,2.68
3597,25-09-2025,12:22:37:883685,31787,2.68
3598,25-09-2025,12:22:41:857685,31791,2.67
3599,25-09-2025,12:22:45:998685,31790,2.65
3600,25-09-2025,12:22:48:864685,31782,2.66
3601,25-09-2025,12:22:52:939686,31784,2.67
3602,25-09-2025,12:22:56:005686,31782,2.68
3603,25-09-2025,12:22:59:487686,31787,2.66
3604,25-09-2025,12:23:03:785686,31792,2.68
3605,25-09-2025,12:23:06:923686,31801,2.68
3606,25-09-2025,12:23:11:980686,31808,2.66
3607,25-09-2025,12:23:15:254686,31811,2.68
3608,25-09-2025,12:23:20:584686,31816,2.68
3609,25-09-2025,12:23:25:716686,31820,2.69
3610,25-09-2025,12:23:29:809685,31827,2.68
3611,25-09-2025,12:23:35:742712,31836,2.68
3612,25-09-2025,12:23:41:681686,31836,2.68
3613,25-09-2025,12:23:45:208686,31839,2.68
3614,25-09-2025,12:23:49:659686,31838,2.68
3615,25-09-2025,12:23:54:379738,31841,2.68
3616,25-09-2025,12:23:58:271696,31843,2.68
3617,25-09-2025,12:24:01:549686,31836,2.68
3618,25-09-2025,12:24:05:229686,31839,2.66
3619,25-09-2025,12:24:09:329686,31841,2.67
3620,25-09-2025,12:24:13:623685,31844,2.66
3621,25-09-2025,12:24:16:497686,31846,2.68
3622,25-09-2025,12:24:20:800686,31851,2.67
3623,25-09-2025,12:24:24:285686,31858,2.68
3624,25-09-2025,12:24:30:645686,31859,2.67
3625,25-09-2025,12:24:33:902686,31865,2.66
3626,25-09-2025,12:24:37:176686,31865,2.66
3627,25-09-2025,12:24:42:296686,31873,2.67
3628,25-09-2025,12:24:47:643686,31877,2.67
3629,25-09-2025,12:24:50:896767,31877,2.66
3630,25-09-2025,12:24:56:018685,31882,2.66
3631,25-09-2025,12:24:59:091686,31885,2.66
3632,25-09-2025,12:25:03:815686,31893,2.66
3633,25-09-2025,12:25:06:674688,31898,2.67
3634,25-09-2025,12:25:09:759687,31905,2.67
3635,25-09-2025,12:25:19:302684,31908,2.66
3636,25-09-2025,12:25:26:951686,31915,2.67
3637,25-09-2025,12:25:40:795684,31929,2.67
3638,25-09-2025,12:25:44:767686,31935,2.66
3639,25-09-2025,12:25:48:864803,31940,2.68
3640,25-09-2025,12:25:54:797685,31940,2.69
3641,25-09-2025,12:25:59:923686,31945,2.67
3642,25-09-2025,12:26:04:231686,31948,2.67
3643,25-09-2025,12:26:08:933804,31945,2.66
3644,25-09-2025,12:26:13:855698,31950,2.68
3645,25-09-2025,12:26:21:838686,31951,2.67
3646,25-09-2025,12:26:32:683692,31958,2.66
3647,25-09-2025,12:26:42:251688,31958,2.68
3648,25-09-2025,12:26:46:508687,31952,2.66
3649,25-09-2025,12:26:53:800687,31952,2.68
3650,25-09-2025,12:27:04:037685,31951,2.67
3651,25-09-2025,12:27:07:334687,31950,2.67
3652,25-09-2025,12:27:14:925686,31946,2.67
3653,25-09-2025,12:27:18:378687,31946,2.66
3654,25-09-2025,12:27:23:485691,31946,2.68
3655,25-09-2025,12:27:27:630686,31948,2.67
3656,25-09-2025,12:27:30:860686,31948,2.68
3657,25-09-2025,12:27:35:153686,31946,2.68
3658,25-09-2025,12:27:38:042686,31947,2.66
3659,25-09-2025,12:27:41:705686,31942,2.66
3660,25-09-2025,12:27:44:980727,31942,2.68
3661,25-09-2025,12:27:49:146686,31941,2.68
3662,25-09-2025,12:27:54:853687,31936,2.66
3663,25-09-2025,12:27:57:891687,31940,2.66
3664,25-09-2025,12:28:01:390686,31939,2.67
3665,25-09-2025,12:28:05:059716,31942,2.68
3666,25-09-2025,12:28:09:354686,31941,2.67
3667,25-09-2025,12:28:12:234686,31948,2.66
3668,25-09-2025,12:28:15:367686,31951,2.66
3669,25-09-2025,12:28:23:688691,31953,2.69
3670,25-09-2025,12:28:35:567814,31947,2.66
3671,25-09-2025,12:28:40:080686,31942,2.66
3672,25-09-2025,12:28:42:941686,31940,2.67
3673,25-09-2025,12:28:46:015686,31939,2.68
3674,25-09-2025,12:28:48:935686,31942,2.68
3675,25-09-2025,12:28:53:393686,31947,2.67
3676,25-09-2025,12:28:56:264686,31950,2.68
3677,25-09-2025,12:28:59:611686,31948,2.67
3678,25-09-2025,12:29:03:426727,31946,2.66
3679,25-09-2025,12:29:06:799686,31948,2.67
3680,25-09-2025,12:29:12:235685,31948,2.66
3681,25-09-2025,12:29:17:406682,31953,2.68
3682,25-09-2025,12:29:24:365686,31956,2.67
3683,25-09-2025,12:29:29:729686,31957,2.67
3684,25-09-2025,12:29:36:812686,31957,2.67
3685,25-09-2025,12:29:40:087807,31955,2.67
3686,25-09-2025,12:29:43:362686,31953,2.67
3687,25-09-2025,12:29:46:225746,31951,2.66
3688,25-09-2025,12:29:52:166686,31950,2.68
3689,25-09-2025,12:29:55:244686,31947,2.66
3690,25-09-2025,12:30:00:564685,31947,2.66
3691,25-09-2025,12:30:05:504685,31947,2.68
3692,25-09-2025,12:30:09:166685,31947,2.68
3693,25-09-2025,12:30:12:869685,31948,2.68
3694,25-09-2025,12:30:16:367685,31951,2.66
3695,25-09-2025,12:30:19:849686,31946,2.66
3696,25-09-2025,12:30:24:080685,31943,2.68
3697,25-09-2025,12:30:36:305685,31948,2.68
3698,25-09-2025,12:30:40:300685,31951,2.69
3699,25-09-2025,12:30:44:992685,31950,2.68
3700,25-09-2025,12:30:52:827685,31950,2.67
3701,25-09-2025,12:30:57:998682,31952,2.68
3702,25-09-2025,12:31:06:333686,31946,2.65
3703,25-09-2025,12:31:11:949686,31943,2.68
3704,25-09-2025,12:31:18:600822,31947,2.68
3705,25-09-2025,12:31:23:926686,31950,2.67
3706,25-09-2025,12:31:27:863686,31950,2.68
3707,25-09-2025,12:31:31:811687,31953,2.68
3708,25-09-2025,12:31:37:834686,31945,2.68
3709,25-09-2025,12:31:44:676686,31942,2.68
3710,25-09-2025,12:31:50:838685,31946,2.66
3711,25-09-2025,12:31:54:441686,31946,2.67
3712,25-09-2025,12:32:00:383686,31947,2.68
3713,25-09-2025,12:32:05:120686,31950,2.67
3714,25-09-2025,12:32:10:646685,31952,2.66
3715,25-09-2025,12:32:24:544819,31955,2.68
3716,25-09-2025,12:32:30:285686,31947,2.68
3717,25-09-2025,12:32:38:387687,31951,2.67
3718,25-09-2025,12:32:44:470686,31948,2.66
3719,25-09-2025,12:32:49:737785,31946,2.69
3720,25-09-2025,12:32:55:262685,31942,2.66
3721,25-09-2025,12:32:59:783686,31947,2.67
3722,25-09-2025,12:33:04:100686,31947,2.68
3723,25-09-2025,12:33:07:564686,31948,2.68
3724,25-09-2025,12:33:12:728686,31948,2.69
3725,25-09-2025,12:33:18:014686,31950,2.67
3726,25-09-2025,12:33:23:907715,31947,2.66
3727,25-09-2025,12:33:30:733686,31946,2.66
3728,25-09-2025,12:33:36:631709,31948,2.67
3729,25-09-2025,12:33:47:218692,31946,2.69
3730,25-09-2025,12:33:53:057706,31943,2.66
3731,25-09-2025,12:33:56:303686,31948,2.69
3732,25-09-2025,12:34:02:066686,31947,2.66
3733,25-09-2025,12:34:07:151800,31945,2.68
3734,25-09-2025,12:34:11:859686,31947,2.68
3735,25-09-2025,12:34:21:718684,31947,2.68
3736,25-09-2025,12:34:27:666684,31951,2.68
3737,25-09-2025,12:34:34:015684,31952,2.66
3738,25-09-2025,12:34:40:156684,31950,2.68
3739,25-09-2025,12:34:43:192745,31948,2.68
3740,25-09-2025,12:34:45:858685,31947,2.66
3741,25-09-2025,12:34:48:931764,31942,2.67
3742,25-09-2025,12:34:53:639686,31946,2.67
3743,25-09-2025,12:34:58:354695,31943,2.68
3744,25-09-2025,12:35:02:247686,31946,2.68
3745,25-09-2025,12:35:08:589686,31948,2.68
3746,25-09-2025,12:35:14:534821,31958,2.66
3747,25-09-2025,12:35:18:020686,31965,2.67
3748,25-09-2025,12:35:24:365686,31967,2.66
3749,25-09-2025,12:35:30:758684,31972,2.66
3750,25-09-2025,12:35:35:929681,31977,2.67
3751,25-09-2025,12:35:41:099681,31974,2.67
3752,25-09-2025,12:35:47:538684,31974,2.67
3753,25-09-2025,12:35:55:723686,31972,2.68
3754,25-09-2025,12:36:01:918684,31978,2.69
3755,25-09-2025,12:36:06:558686,31976,2.67
3756,25-09-2025,12:36:11:729686,31974,2.66
3757,25-09-2025,12:36:17:204727,31971,2.69
3758,25-09-2025,12:36:23:456684,31969,2.66
3759,25-09-2025,12:36:29:723686,31968,2.67
3760,25-09-2025,12:36:33:584685,31968,2.66
3761,25-09-2025,12:36:41:597693,31967,2.68
3762,25-09-2025,12:36:45:067686,31969,2.66
3763,25-09-2025,12:36:49:576686,31968,2.68
3764,25-09-2025,12:38:49:916686,31979,2.66
3765,25-09-2025,12:39:01:855685,31994,2.67
3766,25-09-2025,12:39:05:345686,32004,2.68
3767,25-09-2025,12:39:10:468824,32007,2.68
3768,25-09-2025,12:39:21:873692,32010,2.68
3769,25-09-2025,12:39:30:864686,32012,2.66
3770,25-09-2025,12:39:40:626685,32010,2.66
3771,25-09-2025,12:39:45:081727,32012,2.67
3772,25-09-2025,12:39:51:483684,32009,2.68
3773,25-09-2025,12:39:57:377698,32002,2.68
3774,25-09-2025,12:40:03:101686,32003,2.68
3775,25-09-2025,12:40:08:064686,31998,2.67
3776,25-09-2025,12:40:10:993686,31994,2.67
3777,25-09-2025,12:40:16:855686,31993,2.64
3778,25-09-2025,12:40:22:556686,31987,2.68
3779,25-09-2025,12:40:27:692686,31982,2.67
3780,25-09-2025,12:40:33:009685,31981,2.67
3781,25-09-2025,12:40:38:163686,31981,2.66
3782,25-09-2025,12:40:44:059686,31978,2.68
3783,25-09-2025,12:40:50:003799,31984,2.67
3784,25-09-2025,12:40:53:070718,31987,2.67
3785,25-09-2025,12:40:58:000686,31989,2.68
3786,25-09-2025,12:41:03:329686,31988,2.68
3787,25-09-2025,12:41:08:437686,31986,2.69
3788,25-09-2025,12:41:11:830686,31986,2.68
3789,25-09-2025,12:41:18:299684,31987,2.69
3790,25-09-2025,12:41:23:899766,31989,2.67
3791,25-09-2025,12:41:29:541685,31988,2.69
3792,25-09-2025,12:41:35:365685,31988,2.64
3793,25-09-2025,12:41:39:265685,31986,2.69
3794,25-09-2025,12:41:46:462685,31988,2.66
3795,25-09-2025,12:41:50:931685,31986,2.66
3796,25-09-2025,12:41:56:580717,31978,2.69
3797,25-09-2025,12:42:02:774685,31968,2.68
3798,25-09-2025,12:42:08:089685,31962,2.67
3799,25-09-2025,12:42:13:662685,31955,2.68
3800,25-09-2025,12:42:18:278743,31948,2.68
3801,25-09-2025,12:42:23:700689,31947,2.67
3802,25-09-2025,12:42:30:003700,31945,2.67
3803,25-09-2025,12:42:34:961686,31945,2.66
3804,25-09-2025,12:42:41:450684,31945,2.68
3805,25-09-2025,12:42:48:243686,31955,2.68
3806,25-09-2025,12:42:52:893686,31953,2.67
3807,25-09-2025,12:42:58:077686,31957,2.67
3808,25-09-2025,12:43:02:203686,31955,2.67
3809,25-09-2025,12:43:05:839686,31958,2.68
3810,25-09-2025,12:43:11:646685,31947,2.68
3811,25-09-2025,12:43:17:046686,31948,2.68
3812,25-09-2025,12:43:21:847686,31953,2.68
3813,25-09-2025,12:43:25:250686,31952,2.68
3814,25-09-2025,12:43:30:381686,31952,2.68
3815,25-09-2025,12:43:34:260821,31952,2.68
3816,25-09-2025,12:43:37:737686,31947,2.68
3817,25-09-2025,12:43:42:960686,31950,2.67
3818,25-09-2025,12:43:46:751686,31956,2.69
3819,25-09-2025,12:43:52:203686,31955,2.67
3820,25-09-2025,12:43:57:912685,31958,2.67
3821,25-09-2025,12:44:03:569730,31963,2.67
3822,25-09-2025,12:44:07:670686,31961,2.66
3823,25-09-2025,12:44:17:104686,31966,2.67
3824,25-09-2025,12:44:22:915686,31968,2.66
3825,25-09-2025,12:44:30:586684,31966,2.67
3826,25-09-2025,12:44:35:307686,31961,2.67
3827,25-09-2025,12:44:41:085686,31952,2.68
3828,25-09-2025,12:44:45:783686,31945,2.67
3829,25-09-2025,12:44:49:284686,31937,2.66
3830,25-09-2025,12:44:57:401685,31939,2.68
3831,25-09-2025,12:45:04:054690,31943,2.67
3832,25-09-2025,12:45:11:486684,31948,2.69
3833,25-09-2025,12:45:21:408684,31957,2.66
3834,25-09-2025,12:45:28:060684,31967,2.67
3835,25-09-2025,12:45:34:925684,31977,2.66
3836,25-09-2025,12:45:40:625858,31986,2.68
3837,25-09-2025,12:45:44:309793,31991,2.67
3838,25-09-2025,12:45:50:279686,31988,2.66
3839,25-09-2025,12:45:55:584686,31991,2.67
3840,25-09-2025,12:46:00:903685,31987,2.67
3841,25-09-2025,12:46:04:811686,31987,2.67
3842,25-09-2025,12:46:09:952686,31987,2.67
3843,25-09-2025,12:46:14:210702,31988,2.68
3844,25-09-2025,12:46:20:695684,31987,2.67
3845,25-09-2025,12:46:29:812687,31991,2.68
3846,25-09-2025,12:46:34:948686,31993,2.68
3847,25-09-2025,12:46:38:616729,31992,2.67
3848,25-09-2025,12:46:47:402686,31993,2.69
3849,25-09-2025,12:46:51:502686,31997,2.68
3850,25-09-2025,12:46:57:835685,31995,2.69
3851,25-09-2025,12:47:04:206684,31994,2.66
3852,25-09-2025,12:47:09:713689,31992,2.68
3853,25-09-2025,12:47:16:300684,31993,2.66
3854,25-09-2025,12:47:22:631685,31993,2.67
3855,25-09-2025,12:47:30:618686,31994,2.67
3856,25-09-2025,12:47:33:872688,31994,2.67
3857,25-09-2025,12:47:37:361686,31993,2.69
3858,25-09-2025,12:47:41:473686,31993,2.68
3859,25-09-2025,12:47:44:344686,31994,2.68
3860,25-09-2025,12:47:49:052685,31994,2.68
3861,25-09-2025,12:47:53:154686,31993,2.67
3862,25-09-2025,12:47:58:059686,31991,2.66
3863,25-09-2025,12:48:02:744687,31991,2.69
3864,25-09-2025,12:48:06:714686,31991,2.68
3865,25-09-2025,12:48:11:055686,31995,2.67
3866,25-09-2025,12:48:15:849686,31992,2.67
3867,25-09-2025,12:48:20:374686,31992,2.68
3868,25-09-2025,12:48:23:769686,31998,2.68
3869,25-09-2025,12:48:27:842686,32000,2.68
3870,25-09-2025,12:48:32:148685,31998,2.68
3871,25-09-2025,12:48:36:650686,31997,2.68
3872,25-09-2025,12:48:41:764686,31997,2.68
3873,25-09-2025,12:48:47:951684,31999,2.66
3874,25-09-2025,12:48:54:509684,31999,2.66
3875,25-09-2025,12:48:58:989686,32003,2.68
3876,25-09-2025,12:49:04:728686,32002,2.69
3877,25-09-2025,12:49:09:630686,32003,2.65
3878,25-09-2025,12:49:15:574686,32003,2.68
3879,25-09-2025,12:49:21:775684,32004,2.68
3880,25-09-2025,12:49:27:445684,32005,2.67
3881,25-09-2025,12:49:32:422686,32005,2.66
3882,25-09-2025,12:49:37:475686,32003,2.66
3883,25-09-2025,12:49:42:606686,32000,2.66
3884,25-09-2025,12:49:46:898780,32005,2.67
3885,25-09-2025,12:49:50:828686,32008,2.66
3886,25-09-2025,12:49:54:511686,32007,2.66
3887,25-09-2025,12:49:59:183686,32007,2.66
3888,25-09-2025,12:50:02:510686,32008,2.66
3889,25-09-2025,12:50:07:838686,32005,2.66
3890,25-09-2025,12:50:18:710693,32004,2.66
3891,25-09-2025,12:50:23:881681,32009,2.66
3892,25-09-2025,12:50:30:798685,32008,2.66
3893,25-09-2025,12:50:37:503685,32010,2.67
3894,25-09-2025,12:50:42:485685,32017,2.66
3895,25-09-2025,12:50:46:711685,32017,2.68
3896,25-09-2025,12:50:50:611685,32019,2.69
3897,25-09-2025,12:50:55:440685,32022,2.66
3898,25-09-2025,12:50:59:611685,32026,2.68
3899,25-09-2025,12:51:03:087685,32028,2.69
3900,25-09-2025,12:51:06:768685,32031,2.68
3901,25-09-2025,12:51:12:914685,32029,2.67
3902,25-09-2025,12:51:17:023685,32031,2.65
3903,25-09-2025,12:51:21:724685,32029,2.68
3904,25-09-2025,12:51:25:418685,32030,2.69
3905,25-09-2025,12:51:28:892685,32028,2.68
3906,25-09-2025,12:51:32:888685,32033,2.67
3907,25-09-2025,12:51:37:696685,32036,2.67
3908,25-09-2025,12:51:42:208712,32040,2.67
3909,25-09-2025,12:51:49:993707,32035,2.66
3910,25-09-2025,12:51:53:475685,32035,2.69
3911,25-09-2025,12:51:58:622685,32036,2.68
3912,25-09-2025,12:52:05:444685,32040,2.68
3913,25-09-2025,12:52:10:881685,32038,2.66
3914,25-09-2025,12:52:14:104685,32035,2.68
3915,25-09-2025,12:52:17:839685,32035,2.67
3916,25-09-2025,12:52:21:156684,32031,2.66
3917,25-09-2025,12:52:25:031685,32030,2.66
3918,25-09-2025,12:52:29:105685,32026,2.66
3919,25-09-2025,12:52:32:172685,32026,2.68
3920,25-09-2025,12:52:36:681685,32022,2.68
3921,25-09-2025,12:52:40:367685,32023,2.67
3922,25-09-2025,12:52:44:466685,32014,2.67
3923,25-09-2025,12:52:48:600685,32015,2.68
3924,25-09-2025,12:52:52:044686,32019,2.68
3925,25-09-2025,12:53:02:834685,32012,2.68
3926,25-09-2025,12:53:12:993685,32010,2.67
3927,25-09-2025,12:53:17:093685,32009,2.68
3928,25-09-2025,12:53:22:560685,32008,2.68
3929,25-09-2025,12:53:26:888685,32005,2.66
3930,25-09-2025,12:53:32:043685,32003,2.68
3931,25-09-2025,12:53:36:127685,31998,2.66
3932,25-09-2025,12:53:43:146685,31995,2.68
3933,25-09-2025,12:53:48:012685,31999,2.66
3934,25-09-2025,12:53:54:724685,31998,2.66
3935,25-09-2025,12:53:59:012685,31994,2.68
3936,25-09-2025,12:54:02:289685,31993,2.67
3937,25-09-2025,12:54:06:421685,31994,2.67
3938,25-09-2025,12:54:12:952686,31997,2.68
3939,25-09-2025,12:54:19:055686,31994,2.66
3940,25-09-2025,12:54:24:001686,31991,2.66
3941,25-09-2025,12:54:30:371684,31989,2.67
3942,25-09-2025,12:54:35:724686,31988,2.67
3943,25-09-2025,12:54:42:497685,31987,2.68
3944,25-09-2025,12:54:47:146685,31986,2.67
3945,25-09-2025,12:54:53:610733,31984,2.66
3946,25-09-2025,12:54:59:752685,31982,2.67
3947,25-09-2025,12:55:06:338685,31979,2.68
3948,25-09-2025,12:55:11:588685,31979,2.67
3949,25-09-2025,12:55:16:451685,31974,2.69
3950,25-09-2025,12:55:21:782685,31972,2.65
3951,25-09-2025,12:55:24:629685,31976,2.66
3952,25-09-2025,12:55:28:722686,31974,2.68
3953,25-09-2025,12:55:34:043837,31977,2.67
3954,25-09-2025,12:55:38:547685,31971,2.67
3955,25-09-2025,12:55:42:648685,31969,2.68
3956,25-09-2025,12:55:46:080685,31969,2.66
3957,25-09-2025,12:55:50:018825,31972,2.66
3958,25-09-2025,12:55:53:706685,31969,2.68
3959,25-09-2025,12:55:57:395685,31969,2.66
3960,25-09-2025,12:56:00:667685,31968,2.69
3961,25-09-2025,12:56:04:561685,31972,2.66
3962,25-09-2025,12:56:07:425685,31974,2.67
3963,25-09-2025,12:56:10:929685,31979,2.66
3964,25-09-2025,12:56:18:290711,31981,2.67
3965,25-09-2025,12:56:21:973685,31984,2.67
3966,25-09-2025,12:56:27:104686,31984,2.66
3967,25-09-2025,12:56:38:887685,31984,2.68
3968,25-09-2025,12:56:47:275685,31979,2.67
3969,25-09-2025,12:56:51:332685,31977,2.66
3970,25-09-2025,12:56:57:675685,31978,2.66
3971,25-09-2025,12:57:01:864685,31976,2.66
3972,25-09-2025,12:57:06:270685,31969,2.66
3973,25-09-2025,12:57:11:267685,31965,2.65
3974,25-09-2025,12:57:14:641716,31965,2.66
3975,25-09-2025,12:57:21:175685,31965,2.67
3976,25-09-2025,12:57:27:589684,31965,2.67
3977,25-09-2025,12:57:30:610686,31963,2.67
3978,25-09-2025,12:57:34:796685,31958,2.68
3979,25-09-2025,12:57:37:782692,31956,2.67
3980,25-09-2025,12:57:44:289685,31955,2.67
3981,25-09-2025,12:57:48:685685,31950,2.67
3982,25-09-2025,12:58:02:269693,31950,2.66
3983,25-09-2025,12:58:07:060692,31950,2.67
3984,25-09-2025,12:58:10:400685,31957,2.67
3985,25-09-2025,12:58:13:176745,31965,2.68
3986,25-09-2025,12:58:16:077685,31965,2.67
3987,25-09-2025,12:58:21:535696,31967,2.66
3988,25-09-2025,12:58:25:123685,31973,2.67
3989,25-09-2025,12:58:30:423685,31986,2.67
3990,25-09-2025,12:58:36:569685,31993,2.66
3991,25-09-2025,12:58:41:469686,32004,2.66
3992,25-09-2025,12:58:45:753685,32004,2.67
3993,25-09-2025,12:58:49:019685,32009,2.66
3994,25-09-2025,12:58:53:327685,32005,2.69
3995,25-09-2025,12:58:57:619772,32003,2.68
3996,25-09-2025,12:59:01:717685,31998,2.68
3997,25-09-2025,12:59:04:332717,32000,2.67
3998,25-09-2025,12:59:07:453685,31998,2.66
3999,25-09-2025,12:59:11:573685,32000,2.66
4000,25-09-2025,12:59:15:070685,32005,2.67
4001,25-09-2025,12:59:20:764686,32000,2.67
4002,25-09-2025,12:59:23:655686,31997,2.66
4003,25-09-2025,12:59:26:704741,31983,2.67
4004,25-09-2025,12:59:29:992686,31973,2.68
4005,25-09-2025,12:59:33:255687,31958,2.67
4006,25-09-2025,12:59:36:321686,31925,2.67
4007,25-09-2025,12:59:39:616686,31891,2.66
4008,25-09-2025,12:59:42:818687,31867,2.67
4009,25-09-2025,12:59:45:746686,31844,2.68
4010,25-09-2025,12:59:49:435762,31847,2.68
4011,25-09-2025,12:59:52:300686,31843,2.69
4012,25-09-2025,12:59:55:217686,31831,2.66
4013,25-09-2025,13:00:02:848684,31820,2.68
4014,25-09-2025,13:00:06:696686,31792,2.67
4015,25-09-2025,13:00:10:547686,31777,2.69
4016,25-09-2025,13:00:14:843686,31770,2.67
4017,25-09-2025,13:00:18:149686,31773,2.68
4018,25-09-2025,13:00:21:591686,31771,2.66
4019,25-09-2025,13:00:25:691686,31764,2.69
4020,25-09-2025,13:00:28:573685,31771,2.67
4021,25-09-2025,13:00:32:644686,31776,2.68
4022,25-09-2025,13:00:37:464686,31766,2.67
4023,25-09-2025,13:00:40:638686,31761,2.66
4024,25-09-2025,13:00:44:557686,31755,2.67
4025,25-09-2025,13:00:48:227686,31754,2.68
4026,25-09-2025,13:00:51:306686,31750,2.67
4027,25-09-2025,13:00:53:944686,31754,2.68
4028,25-09-2025,13:00:57:375686,31750,2.66
4029,25-09-2025,13:01:03:937684,31748,2.66
4030,25-09-2025,13:01:11:858685,31745,2.66
4031,25-09-2025,13:01:17:694687,31740,2.66
4032,25-09-2025,13:01:23:044686,31742,2.66
4033,25-09-2025,13:01:26:734686,31744,2.66
4034,25-09-2025,13:01:30:428686,31745,2.68
4035,25-09-2025,13:01:36:787684,31745,2.68
4036,25-09-2025,13:01:46:626684,31750,2.68
4037,25-09-2025,13:01:51:539686,31748,2.69
4038,25-09-2025,13:01:56:834686,31753,2.67
4039,25-09-2025,13:02:01:074686,31763,2.67
4040,25-09-2025,13:02:06:680703,31771,2.66
4041,25-09-2025,13:02:12:835686,31776,2.66
4042,25-09-2025,13:02:18:848684,31774,2.66
4043,25-09-2025,13:02:24:146687,31779,2.66
4044,25-09-2025,13:02:28:181685,31784,2.66
4045,25-09-2025,13:02:32:269686,31782,2.66
4046,25-09-2025,13:02:37:990761,31790,2.68
4047,25-09-2025,13:02:42:305686,31792,2.66
4048,25-09-2025,13:02:47:728686,31799,2.67
4049,25-09-2025,13:02:52:793686,31806,2.66
4050,25-09-2025,13:02:57:658685,31806,2.67
4051,25-09-2025,13:03:01:950686,31818,2.67
4052,25-09-2025,13:03:07:075686,31828,2.67
4053,25-09-2025,13:03:10:361686,31833,2.67
4054,25-09-2025,13:03:15:037566,31837,2.66
4055,25-09-2025,13:03:20:795566,31857,2.67
4056,25-09-2025,13:03:27:129566,31874,2.68
4057,25-09-2025,13:03:31:838566,31885,2.66
4058,25-09-2025,13:03:42:906566,31904,2.66
4059,25-09-2025,13:03:46:397566,31916,2.67
4060,25-09-2025,13:03:49:489565,31924,2.66
4061,25-09-2025,13:03:54:576566,31934,2.69
4062,25-09-2025,13:04:01:177564,31939,2.68
4063,25-09-2025,13:04:09:931598,31951,2.66
4064,25-09-2025,13:04:15:768566,31963,2.65
4065,25-09-2025,13:04:20:684566,31977,2.67
4066,25-09-2025,13:04:23:393566,31982,2.69
4067,25-09-2025,13:04:28:890566,31988,2.67
4068,25-09-2025,13:04:32:162566,31989,2.67
4069,25-09-2025,13:04:35:673566,31992,2.67
4070,25-09-2025,13:04:41:225565,31992,2.67
4071,25-09-2025,13:04:45:262566,31992,2.67
4072,25-09-2025,13:04:50:795579,31989,2.66
4073,25-09-2025,13:04:55:703586,31994,2.67
4074,25-09-2025,13:05:00:823566,31989,2.66
4075,25-09-2025,13:05:05:180566,31988,2.66
4076,25-09-2025,13:05:08:914708,31993,2.67
4077,25-09-2025,13:05:14:979619,31994,2.66
4078,25-09-2025,13:05:24:604566,31992,2.67
4079,25-09-2025,13:05:27:655613,31989,2.69
4080,25-09-2025,13:05:31:150565,31984,2.66
4081,25-09-2025,13:05:36:662673,31987,2.68
4082,25-09-2025,13:05:42:856564,31988,2.67
4083,25-09-2025,13:05:46:079578,31995,2.66
4084,25-09-2025,13:05:50:907566,31999,2.68
4085,25-09-2025,13:05:53:888566,32004,2.68
4086,25-09-2025,13:05:59:398566,32012,2.69
4087,25-09-2025,13:06:04:807567,32015,2.66
4088,25-09-2025,13:06:10:911567,32015,2.67
4089,25-09-2025,13:06:16:255566,32015,2.66
4090,25-09-2025,13:06:23:349565,32017,2.66
4091,25-09-2025,13:06:29:752565,32018,2.66
4092,25-09-2025,13:06:35:255565,32025,2.68
4093,25-09-2025,13:06:41:737565,32029,2.68
4094,25-09-2025,13:06:46:925565,32034,2.66
4095,25-09-2025,13:06:51:264565,32036,2.66
4096,25-09-2025,13:06:55:307675,32041,2.68
