SNO,Date,Time,Phase,Heater_Profile,MQ136_RAW,MQ138_RAW,BME_Temp,BME_Hum,BME_HeaterRes,Alpha_PID,SPEC,SGP40_VOC,VOC,Concentration,Distance
119,01-08-2025,10:41:54:918490,Puff,322,80.46,81.4,28.72,68.5,41571,0.26,634.31,29931,Ammonia,1ml,6
120,01-08-2025,10:41:56:560492,Puff,322,80.41,82.53,28.72,68.45,41734,0.44,649.42,29931,Ammonia,1ml,6
121,01-08-2025,10:41:59:019491,Puff,322,80.83,81.73,28.7,68.58,40738,0.29,570.66,29932,Ammonia,1ml,6
122,01-08-2025,10:42:00:651492,Puff,322,80.68,83.89,28.7,68.58,41210,0.36,583.59,29932,Ammonia,1ml,6
123,01-08-2025,10:42:02:290490,Puff,322,80.16,80.52,28.71,68.56,41612,0.36,622.77,29932,Ammonia,1ml,6
124,01-08-2025,10:42:04:133493,Puff,322,80.92,82.89,28.7,68.55,41491,0.24,561.46,29930,Ammonia,1ml,6
125,01-08-2025,10:42:05:769490,Puff,322,80.12,82.41,28.71,68.55,41775,0.41,625.05,29931,Ammonia,1ml,6
126,01-08-2025,10:42:07:412492,Puff,322,80.33,82.85,28.71,68.53,41980,0.28,609.49,29931,Ammonia,1ml,6
127,01-08-2025,10:42:09:255491,Puff,322,77.13,79.96,28.7,68.54,41857,0.44,612.25,29931,Ammonia,1ml,6
128,01-08-2025,10:42:10:892492,Puff,322,80.36,82.58,28.71,68.53,42188,0.38,610.36,29931,Ammonia,1ml,6
129,01-08-2025,10:42:12:531489,Puff,322,80.59,84.48,28.71,68.51,42188,0.4,636.77,29935,Ammonia,1ml,6
130,01-08-2025,10:42:14:373493,Puff,322,80.74,83.67,28.7,68.54,42105,0.38,552.37,29933,Ammonia,1ml,6
131,01-08-2025,10:42:16:013489,Puff,322,80.15,83.35,28.71,68.54,42356,0.47,625.51,29933,Ammonia,1ml,6
