SNO,Date,Time,ADC,Temp_C,Humidity_pct,VOC,Phase,Voltage_V
276,23-09-2025,11:05:04:970709,110,25.58,56.88,p-cresol,Pre_Puff,4.16
277,23-09-2025,11:05:06:094708,103,25.6,56.88,p-cresol,Pre_Puff,4.03
278,23-09-2025,11:05:07:425710,109,25.59,56.91,p-cresol,Pre_Puff,4.08
279,23-09-2025,11:05:08:551708,107,25.6,56.93,p-cresol,Pre_Puff,4.07
280,23-09-2025,11:05:11:011726,108,25.61,56.92,p-cresol,Pre_Puff,4.06
281,23-09-2025,11:05:12:033707,109,25.6,56.92,p-cresol,Pre_Puff,4.08
282,23-09-2025,11:05:13:055702,111,25.56,57.7,p-cresol,Pre_Puff,4.06
283,23-09-2025,11:05:14:490707,112,25.56,57.66,p-cresol,Pre_Puff,4.08
284,23-09-2025,11:05:15:517708,112,25.56,57.55,p-cresol,Pre_Puff,4.07
285,23-09-2025,11:05:16:539708,108,25.56,57.46,p-cresol,Pre_Puff,4.19
286,23-09-2025,11:05:17:562708,107,25.58,57.37,p-cresol,Pre_Puff,4.07
287,23-09-2025,11:05:18:996707,107,25.57,57.3,p-cresol,Pre_Puff,4.07
288,23-09-2025,11:05:20:020709,110,25.59,57.27,p-cresol,Pre_Puff,4.07
289,23-09-2025,11:05:21:251707,107,25.59,57.21,p-cresol,Pre_Puff,4.06
290,23-09-2025,11:05:22:273708,110,25.61,57.18,p-cresol,Pre_Puff,4.06
291,23-09-2025,11:05:23:294701,109,25.62,57.12,p-cresol,Pre_Puff,4.07
292,23-09-2025,11:05:24:321708,101,25.64,57.1,p-cresol,Pre_Puff,4.02
293,23-09-2025,11:05:25:342700,107,25.66,57.1,p-cresol,Pre_Puff,4.06
294,23-09-2025,11:05:26:367702,108,25.67,57.08,p-cresol,Pre_Puff,4.04
295,23-09-2025,11:05:27:393707,109,25.65,57.16,p-cresol,Pre_Puff,4.1
296,23-09-2025,11:05:28:622816,102,25.66,57.24,p-cresol,Pre_Puff,4.06
297,23-09-2025,11:05:29:646708,109,25.67,57.24,p-cresol,Pre_Puff,4.07
298,23-09-2025,11:05:30:772708,106,25.68,57.27,p-cresol,Pre_Puff,4.07
299,23-09-2025,11:05:31:797700,108,25.69,57.27,p-cresol,Pre_Puff,4.08
300,23-09-2025,11:05:33:129709,112,25.68,57.25,p-cresol,Pre_Puff,4.08
301,23-09-2025,11:05:34:151707,105,25.69,57.27,p-cresol,Pre_Puff,4.01
